"fixture_id","h2h_last","h2h_matches","h2h_home_wins","h2h_draws","h2h_away_wins","h2h_home_goals_for","h2h_home_goals_against","h2h_home_goal_diff","updated_at"
"1378094",10,4,2,2,0,"2","0.75","1.25","2025-12-14 17:17:49.766784-08"
"1378095",10,10,5,4,1,"2","1","1","2025-12-14 17:17:48.802515-08"
"1378096",10,10,4,4,2,"0.8","0.9","-0.1","2025-12-14 17:17:49.277105-08"
"1378097",10,10,1,3,6,"1.1","2.3","-1.2","2025-12-14 17:17:47.391515-08"
"1378098",10,10,5,1,4,"1.3","0.8","0.5","2025-12-14 17:17:50.235453-08"
"1378099",10,10,2,2,6,"0.7","1.3","-0.6","2025-12-14 17:17:46.926073-08"
"1378100",10,2,2,0,0,"2","1","1","2025-12-14 17:17:47.875098-08"
"1378101",10,10,7,1,2,"2.1","1.1","1","2025-12-14 17:17:48.338396-08"
"1378102",10,10,3,0,7,"1.1","1.7","-0.6","2025-12-14 17:17:46.458116-08"
"1378103",10,3,0,3,0,"0.33333334","0.33333334","0","2025-12-14 17:17:50.70182-08"
"1378104",10,10,3,5,2,"1.6","1.2","0.4","2025-12-14 17:18:09.935341-08"
"1378105",10,3,2,0,1,"1.3333334","1","0.33333334","2025-12-14 17:18:13.882467-08"
"1378106",10,2,1,1,0,"1","0","1","2025-12-14 17:18:14.341349-08"
"1378107",10,10,3,3,4,"1.5","1.6","-0.1","2025-12-14 17:18:10.914041-08"
"1378108",10,10,4,4,2,"1.3","1.1","0.2","2025-12-14 17:18:10.434087-08"
"1378109",10,10,5,4,1,"1.1","0.7","0.4","2025-12-14 17:18:12.473378-08"
"1378110",10,10,3,2,5,"1.3","1.5","-0.2","2025-12-14 17:18:13.418318-08"
"1378111",10,1,0,1,0,"2","2","0","2025-12-14 17:18:11.984179-08"
"1378112",10,10,2,4,4,"0.7","1.1","-0.4","2025-12-14 17:18:12.941913-08"
"1378113",10,10,4,5,1,"1.6","1.2","0.4","2025-12-14 17:18:11.392922-08"
"1378114",10,10,4,0,6,"1.9","1.9","0","2025-12-14 17:18:37.177243-08"
"1378115",10,10,3,6,1,"1.4","1","0.4","2025-12-14 17:18:33.434833-08"
"1378116",10,10,0,1,9,"0.6","2","-1.4","2025-12-14 17:18:37.63796-08"
"1378117",10,1,0,1,0,"0","0","0","2025-12-14 17:18:33.900347-08"
"1378118",10,10,1,4,5,"0.6","1.2","-0.6","2025-12-14 17:18:34.819656-08"
"1378119",10,3,2,0,1,"1.6666666","1","0.6666667","2025-12-14 17:18:36.688224-08"
"1378120",10,10,1,1,8,"0.4","2.5","-2.1","2025-12-14 17:18:36.223963-08"
"1378121",10,10,6,3,1,"2.1","1.3","0.8","2025-12-14 17:18:35.287179-08"
"1378122",10,5,3,0,2,"1.6","1.2","0.4","2025-12-14 17:18:34.361403-08"
"1378123",10,10,6,1,3,"2","1.6","0.4","2025-12-14 17:18:35.75991-08"
"1378124",10,5,2,2,1,"1.4","0.6","0.8","2025-12-14 17:19:01.233984-08"
"1378125",10,3,1,2,0,"1","0.6666667","0.33333334","2025-12-14 17:19:02.194671-08"
"1378126",10,10,7,3,0,"2","0.5","1.5","2025-12-14 17:19:00.724015-08"
"1378127",10,10,1,4,5,"1.3","1.8","-0.5","2025-12-14 17:18:58.855748-08"
"1378128",10,2,0,0,2,"0","3.5","-3.5","2025-12-14 17:18:57.800727-08"
"1378129",10,10,1,5,4,"0.9","1.3","-0.4","2025-12-14 17:18:59.311245-08"
"1378130",10,10,3,1,6,"1.1","1.9","-0.8","2025-12-14 17:19:00.252138-08"
"1378131",10,10,1,6,3,"0.9","1.3","-0.4","2025-12-14 17:18:58.257625-08"
"1378132",10,10,4,1,5,"1.2","1.2","0","2025-12-14 17:18:59.78945-08"
"1378133",10,10,2,3,5,"1.3","1.7","-0.4","2025-12-14 17:19:01.703033-08"
"1378134",10,10,4,5,1,"1.7","1","0.7","2025-12-14 17:19:22.282732-08"
"1378135",10,10,5,2,3,"1.3","0.9","0.4","2025-12-14 17:19:24.154484-08"
"1378136",10,7,2,3,2,"1.1428572","1.2857143","-0.14285715","2025-12-14 17:19:24.750199-08"
"1378137",10,10,1,7,2,"1","1.1","-0.1","2025-12-14 17:19:26.240641-08"
"1378138",10,10,1,2,7,"0.8","1.6","-0.8","2025-12-14 17:19:22.786084-08"
"1378139",10,0,0,0,0,"0","0","0","2025-12-14 17:19:21.7768-08"
"1378140",10,10,5,2,3,"1.3","0.9","0.4","2025-12-14 17:19:25.736828-08"
"1378141",10,9,4,2,3,"1.2222222","1.3333334","-0.11111111","2025-12-14 17:19:25.238116-08"
"1378142",10,10,4,2,4,"1.3","1.5","-0.2","2025-12-14 17:19:21.287077-08"
"1378143",10,10,7,1,2,"1.5","0.6","0.9","2025-12-14 17:19:23.377343-08"
"1378144",10,2,1,0,1,"1.5","1","0.5","2025-12-14 17:19:46.096876-08"
"1378145",10,4,0,1,3,"0.5","1.75","-1.25","2025-12-14 17:19:49.658319-08"
"1378146",10,10,8,2,0,"2.3","0.7","1.6","2025-12-14 17:19:45.575271-08"
"1378147",10,10,3,1,6,"1","1.5","-0.5","2025-12-14 17:19:47.038414-08"
"1378148",10,10,7,2,1,"1.8","0.6","1.2","2025-12-14 17:19:47.971815-08"
"1378149",10,3,0,2,1,"0.6666667","1.3333334","-0.6666667","2025-12-14 17:19:50.166044-08"
"1378150",10,10,4,3,3,"1.7","1.9","-0.2","2025-12-14 17:19:49.02429-08"
"1378151",10,10,3,4,3,"1.3","1","0.3","2025-12-14 17:19:47.513343-08"
"1378152",10,10,1,1,8,"0.4","1.8","-1.4","2025-12-14 17:19:48.542974-08"
"1378153",10,10,2,4,4,"1","1.3","-0.3","2025-12-14 17:19:46.564204-08"
"1378154",10,10,7,1,2,"2.4","1","1.4","2025-12-14 17:20:09.568939-08"
"1378155",10,10,4,2,4,"1.3","1.1","0.2","2025-12-14 17:20:10.527774-08"
"1378156",10,10,0,4,6,"0.6","1.9","-1.3","2025-12-14 17:20:12.405706-08"
"1378157",10,7,1,4,2,"1.4285715","1.5714285","-0.14285715","2025-12-14 17:20:13.463894-08"
"1378158",10,10,2,1,7,"1.1","2","-0.9","2025-12-14 17:20:11.941971-08"
"1378159",10,10,4,5,1,"1.2","0.7","0.5","2025-12-14 17:20:11.480759-08"
"1378160",10,10,6,1,3,"2.2","1.4","0.8","2025-12-14 17:20:10.056152-08"
"1378161",10,10,4,2,4,"1.4","1.3","0.1","2025-12-14 17:20:11.002934-08"
"1378162",10,7,2,2,3,"0.85714287","1.1428572","-0.2857143","2025-12-14 17:20:12.97195-08"
"1378163",10,10,7,2,1,"2","0.9","1.1","2025-12-14 17:20:13.924921-08"
"1378164",10,3,1,1,1,"1.6666666","2.3333333","-0.6666667","2025-12-14 17:20:28.255483-08"
"1378165",10,10,8,0,2,"1.8","0.6","1.2","2025-12-14 17:20:24.788576-08"
"1378166",10,10,7,2,1,"1.8","0.7","1.1","2025-12-14 17:20:25.280048-08"
"1378167",10,10,8,1,1,"1.8","0.7","1.1","2025-12-14 17:20:27.284687-08"
"1378168",10,10,2,2,6,"0.9","2.4","-1.5","2025-12-14 17:20:27.774601-08"
"1378169",10,10,3,2,5,"1","1.4","-0.4","2025-12-14 17:20:25.748518-08"
"1378170",10,3,0,1,2,"0.6666667","2.3333333","-1.6666666","2025-12-14 17:20:26.794874-08"
"1378171",10,10,2,5,3,"1.1","1.3","-0.2","2025-12-14 17:20:23.852615-08"
"1378172",10,2,1,0,1,"1","2","-1","2025-12-14 17:20:24.32096-08"
"1378173",10,10,3,2,5,"0.9","1.5","-0.6","2025-12-14 17:20:26.236952-08"
"1378174",10,10,1,6,3,"1.2","1.2","0","2025-12-14 17:20:53.917687-08"
"1378175",10,10,6,4,0,"1.9","0.9","1","2025-12-14 17:20:54.38962-08"
"1378176",10,2,2,0,0,"1","0","1","2025-12-14 17:20:51.991164-08"
"1378177",10,3,0,0,3,"0","2.6666667","-2.6666667","2025-12-14 17:20:55.442196-08"
"1378178",10,10,4,1,5,"1","1.5","-0.5","2025-12-14 17:20:52.965229-08"
"1378179",10,10,4,3,3,"1.4","1.7","-0.3","2025-12-14 17:20:56.452575-08"
"1378180",10,10,5,3,2,"1.9","1.1","0.8","2025-12-14 17:20:55.914128-08"
"1378181",10,10,2,2,6,"0.7","1.9","-1.2","2025-12-14 17:20:54.989817-08"
"1378182",10,1,1,0,0,"1","0","1","2025-12-14 17:20:53.438861-08"
"1378183",10,10,5,5,0,"1.2","0.7","0.5","2025-12-14 17:20:52.506309-08"
"1378184",10,7,1,3,3,"0.85714287","1.4285715","-0.5714286","2025-12-14 17:21:17.036565-08"
"1378185",10,10,8,2,0,"2.4","0.6","1.8","2025-12-14 17:21:16.113163-08"
"1378186",10,10,4,6,0,"1.9","1","0.9","2025-12-14 17:21:18.968324-08"
"1378187",10,10,3,2,5,"0.9","1.7","-0.8","2025-12-14 17:21:17.534014-08"
"1378188",10,10,4,2,4,"1.7","1.3","0.4","2025-12-14 17:21:15.17699-08"
"1378189",10,2,0,1,1,"0","0.5","-0.5","2025-12-14 17:21:15.637164-08"
"1378190",10,10,2,2,6,"1.1","1.7","-0.6","2025-12-14 17:21:18.498148-08"
"1378191",10,2,0,0,2,"0","2.5","-2.5","2025-12-14 17:21:18.013662-08"
"1378192",10,10,4,2,4,"1.5","1.6","-0.1","2025-12-14 17:21:19.459567-08"
"1378193",10,10,0,1,9,"0.8","2.1","-1.3","2025-12-14 17:21:16.571726-08"
"1378194",10,10,4,3,3,"1.1","0.8","0.3","2025-12-14 17:21:46.704833-08"
"1378195",10,10,2,1,7,"0.9","1.8","-0.9","2025-12-14 17:21:44.83352-08"
"1378196",10,10,3,2,5,"1.7","1.8","-0.1","2025-12-14 17:21:46.222655-08"
"1378197",10,5,0,4,1,"1","1.2","-0.2","2025-12-14 17:21:45.754948-08"
"1378198",10,10,4,4,2,"1.3","1.1","0.2","2025-12-14 17:21:47.194033-08"
"1378199",10,10,3,5,2,"0.7","0.6","0.1","2025-12-14 17:21:45.287576-08"
"1378200",10,3,2,1,0,"3","1","2","2025-12-14 17:21:48.154325-08"
"1378201",10,8,3,3,2,"0.875","0.75","0.125","2025-12-14 17:21:43.903387-08"
"1378202",10,10,0,1,9,"0.4","2.1","-1.7","2025-12-14 17:21:47.669349-08"
"1378203",10,10,5,3,2,"1.2","0.6","0.6","2025-12-14 17:21:44.363022-08"
"1378204",10,10,6,4,0,"2.4","0.9","1.5","2025-12-14 17:22:03.436132-08"
"1378205",10,10,7,0,3,"1.6","0.9","0.7","2025-12-14 17:22:02.966238-08"
"1378206",10,3,1,1,1,"1","1.3333334","-0.33333334","2025-12-14 17:22:05.899778-08"
"1378207",10,3,0,0,3,"0.6666667","3.6666667","-3","2025-12-14 17:22:06.364508-08"
"1378208",10,10,6,3,1,"1.8","1.1","0.7","2025-12-14 17:22:06.854397-08"
"1378209",10,10,6,3,1,"1.5","0.6","0.9","2025-12-14 17:22:04.904748-08"
"1378210",10,5,2,0,3,"0.8","0.8","0","2025-12-14 17:22:07.328274-08"
"1378211",10,10,5,2,3,"1.5","1.5","0","2025-12-14 17:22:03.919658-08"
"1378212",10,10,3,3,4,"1.7","2.1","-0.4","2025-12-14 17:22:05.405473-08"
"1378213",10,10,2,2,6,"1","1.5","-0.5","2025-12-14 17:22:04.413237-08"
"1378214",10,10,2,4,4,"0.8","1.7","-0.9","2025-12-14 17:22:32.627424-08"
"1378215",10,10,2,4,4,"0.9","1.4","-0.5","2025-12-14 17:22:35.696562-08"
"1378216",10,10,5,5,0,"2","0.8","1.2","2025-12-14 17:22:35.24694-08"
"1378217",10,10,1,2,7,"0.8","2.4","-1.6","2025-12-14 17:22:34.300008-08"
"1378218",10,10,0,3,7,"0.5","1.7","-1.2","2025-12-14 17:22:31.693579-08"
"1378219",10,10,3,3,4,"1.4","1.3","0.1","2025-12-14 17:22:34.779809-08"
"1378220",10,10,5,3,2,"1.7","1","0.7","2025-12-14 17:22:32.162166-08"
"1378221",10,10,2,0,8,"0.7","1.9","-1.2","2025-12-14 17:22:33.718693-08"
"1378222",10,10,4,4,2,"1.5","1.3","0.2","2025-12-14 17:22:31.224057-08"
"1378223",10,3,0,1,2,"1.3333334","2.3333333","-1","2025-12-14 17:22:33.114192-08"
"1378224",10,10,4,2,4,"1.2","0.8","0.4","2025-12-14 17:22:55.711267-08"
"1378225",10,10,4,3,3,"1.5","1.4","0.1","2025-12-14 17:22:57.597345-08"
"1378226",10,9,2,4,3,"1.1111112","1.1111112","0","2025-12-14 17:22:56.635999-08"
"1378227",10,10,1,3,6,"1","1.9","-0.9","2025-12-14 17:22:59.135064-08"
"1378228",10,10,9,1,0,"2.5","0.5","2","2025-12-14 17:22:58.079312-08"
"1378229",10,10,5,3,2,"1","0.9","0.1","2025-12-14 17:22:57.109056-08"
"1378230",10,1,0,0,1,"2","3","-1","2025-12-14 17:22:56.173777-08"
"1378231",10,10,4,2,4,"1","0.7","0.3","2025-12-14 17:22:55.25492-08"
"1378232",10,8,4,3,1,"1.375","1","0.375","2025-12-14 17:22:54.780926-08"
"1378233",10,4,2,2,0,"1.75","0.5","1.25","2025-12-14 17:22:58.672463-08"
"1378234",10,10,4,2,4,"1.2","2","-0.8","2025-12-14 17:23:12.593328-08"
"1378235",10,7,5,2,0,"2.142857","1","1.1428572","2025-12-14 17:23:11.178318-08"
"1378236",10,10,5,1,4,"1.3","1.5","-0.2","2025-12-14 17:23:09.62639-08"
"1378237",10,1,0,1,0,"0","0","0","2025-12-14 17:23:13.539293-08"
"1378238",10,10,1,4,5,"1","1.7","-0.7","2025-12-14 17:23:12.116925-08"
"1378239",10,10,7,3,0,"2.6","0.8","1.8","2025-12-14 17:23:14.02334-08"
"1378240",10,10,6,3,1,"2.4","1","1.4","2025-12-14 17:23:10.099435-08"
"1378241",10,10,4,2,4,"0.9","1.5","-0.6","2025-12-14 17:23:11.645651-08"
"1378242",10,10,0,5,5,"0.6","1.4","-0.8","2025-12-14 17:23:10.694067-08"
"1378243",10,10,3,1,6,"1.3","1.9","-0.6","2025-12-14 17:23:13.072584-08"
"1379125",10,10,5,2,3,"2","1.4","0.6","2025-12-14 17:15:03.140287-08"
"1379129",10,10,1,3,6,"1.2","1.8","-0.6","2025-12-14 17:15:17.396483-08"
"1379130",10,10,4,0,6,"1.2","1.9","-0.7","2025-12-14 17:15:09.262046-08"
"1379131",10,1,1,0,0,"1","0","1","2025-12-14 17:15:08.316314-08"
"1379132",10,10,3,2,5,"0.7","1.6","-0.9","2025-12-14 17:15:13.650848-08"
"1379133",10,10,8,0,2,"2.2","0.8","1.4","2025-12-14 17:15:20.476841-08"
"1379134",10,10,3,4,3,"1.2","1.6","-0.4","2025-12-14 17:15:14.118217-08"
"1379135",10,10,8,2,0,"2.4","0.8","1.6","2025-12-14 17:15:09.726075-08"
"1379136",10,10,4,3,3,"1.5","1","0.5","2025-12-14 17:15:04.664472-08"
"1379137",10,10,2,2,6,"1.6","2.9","-1.3","2025-12-14 17:15:11.616053-08"
"1379138",10,10,4,3,3,"1.7","1.6","0.1","2025-12-14 17:15:08.79196-08"
"1379139",10,10,4,3,3,"1.5","1.2","0.3","2025-12-14 17:15:23.404157-08"
"1379140",10,10,7,2,1,"1.7","0.8","0.9","2025-12-14 17:15:25.263171-08"
"1379141",10,10,3,1,6,"0.8","1.6","-0.8","2025-12-14 17:15:24.321832-08"
"1379142",10,10,3,2,5,"1.1","1","0.1","2025-12-14 17:15:26.232993-08"
"1379143",10,10,3,1,6,"1","1.8","-0.8","2025-12-14 17:15:28.578726-08"
"1379144",10,10,8,1,1,"1.8","0.9","0.9","2025-12-14 17:15:23.860805-08"
"1379145",10,10,3,2,5,"1.1","1.6","-0.5","2025-12-14 17:15:20.947626-08"
"1379146",10,7,1,1,5,"0.2857143","2.2857144","-2","2025-12-14 17:15:22.029863-08"
"1379147",10,7,2,3,2,"0.85714287","1","-0.14285715","2025-12-14 17:15:28.110335-08"
"1379148",10,10,5,3,2,"1.3","1.3","0","2025-12-14 17:15:24.796355-08"
"1379149",10,10,5,1,4,"1.5","1.2","0.3","2025-12-14 17:15:32.418348-08"
"1379150",10,10,1,3,6,"1","1.9","-0.9","2025-12-14 17:15:35.442936-08"
"1379151",10,10,1,2,7,"0.6","1.6","-1","2025-12-14 17:15:30.976639-08"
"1379152",10,9,5,4,0,"1.5555556","0.7777778","0.7777778","2025-12-14 17:15:31.92361-08"
"1379153",10,10,4,4,2,"1.2","1","0.2","2025-12-14 17:15:33.712752-08"
"1379154",10,8,5,2,1,"3.25","1.25","2","2025-12-14 17:15:34.21068-08"
"1379155",10,10,7,0,3,"1.5","0.9","0.6","2025-12-14 17:15:32.929769-08"
"1379156",10,7,1,2,4,"0.71428573","1.4285715","-0.71428573","2025-12-14 17:15:31.426414-08"
"1379157",10,10,0,1,9,"0.9","2.8","-1.9","2025-12-14 17:15:34.78655-08"
"1379158",10,10,1,5,4,"1","1.7","-0.7","2025-12-14 17:15:30.508417-08"
"1379159",10,9,5,2,2,"2.1111112","1.5555556","0.5555556","2025-12-14 17:15:38.12514-08"
"1379160",10,10,2,2,6,"0.9","1.9","-1","2025-12-14 17:15:42.514799-08"
"1379161",10,10,2,5,3,"0.9","1.3","-0.4","2025-12-14 17:15:39.991956-08"
"1379162",10,9,4,3,2,"1.4444444","0.8888889","0.5555556","2025-12-14 17:15:49.489016-08"
"1379163",10,10,2,4,4,"1.5","1.8","-0.3","2025-12-14 17:15:48.972925-08"
"1379164",10,9,0,3,6,"0.7777778","2.6666667","-1.8888888","2025-12-14 17:15:45.971853-08"
"1379165",10,10,8,2,0,"2.3","0.8","1.5","2025-12-14 17:15:53.533991-08"
"1379166",10,10,3,5,2,"1.3","0.6","0.7","2025-12-14 17:15:48.471924-08"
"1379167",10,10,8,2,0,"2","0.7","1.3","2025-12-14 17:15:47.997595-08"
"1379168",10,10,5,0,5,"1.1","1.3","-0.2","2025-12-14 17:15:40.451089-08"
"1379169",10,10,2,4,4,"1.4","1.7","-0.3","2025-12-14 17:16:05.107233-08"
"1379170",10,10,4,2,4,"1.3","1.5","-0.2","2025-12-14 17:15:58.372768-08"
"1379171",10,3,1,1,1,"2","1.6666666","0.33333334","2025-12-14 17:15:58.985538-08"
"1379172",10,10,1,2,7,"0.8","1.7","-0.9","2025-12-14 17:16:02.875906-08"
"1379173",10,10,6,2,2,"2.4","1","1.4","2025-12-14 17:16:00.932153-08"
"1379174",10,10,2,2,6,"1.1","1.5","-0.4","2025-12-14 17:15:59.456457-08"
"1379175",10,10,2,1,7,"0.5","1.4","-0.9","2025-12-14 17:15:59.939074-08"
"1379176",10,10,5,2,3,"2.3","1.3","1","2025-12-14 17:16:00.460462-08"
"1379177",10,10,3,5,2,"1.2","1.1","0.1","2025-12-14 17:16:03.648438-08"
"1379178",10,10,5,0,5,"1.7","1.7","0","2025-12-14 17:15:56.906654-08"
"1379179",10,10,7,2,1,"1.7","0.5","1.2","2025-12-14 17:16:40.823766-08"
"1379180",10,10,6,0,4,"1.4","1.6","-0.2","2025-12-14 17:16:49.126964-08"
"1379181",10,10,3,4,3,"1","1.3","-0.3","2025-12-14 17:16:31.801883-08"
"1379182",10,10,3,1,6,"1.3","1.6","-0.3","2025-12-14 17:16:32.789475-08"
"1379183",10,10,8,1,1,"2","0.5","1.5","2025-12-14 17:16:32.290763-08"
"1379184",10,10,3,2,5,"1.2","2.1","-0.9","2025-12-14 17:16:27.945916-08"
"1379185",10,10,3,1,6,"0.8","2.2","-1.4","2025-12-14 17:16:35.158256-08"
"1379186",10,9,3,3,3,"1.5555556","1.4444444","0.11111111","2025-12-14 17:16:31.322909-08"
"1379187",10,10,5,3,2,"2","1.1","0.9","2025-12-14 17:16:33.246537-08"
"1379188",10,10,1,3,6,"0.8","1.7","-0.9","2025-12-14 17:16:38.821561-08"
"1379189",10,10,6,2,2,"1.5","1.1","0.4","2025-12-14 17:17:05.278517-08"
"1379190",10,10,1,0,9,"0.6","3.2","-2.6","2025-12-14 17:16:56.984635-08"
"1379191",10,10,4,3,3,"1.5","1.4","0.1","2025-12-14 17:17:00.286264-08"
"1379192",10,10,1,1,8,"0.5","1.9","-1.4","2025-12-14 17:16:55.071258-08"
"1379193",10,10,0,3,7,"0.5","1.6","-1.1","2025-12-14 17:17:00.739746-08"
"1379194",10,8,3,2,3,"1.25","1","0.25","2025-12-14 17:17:12.712529-08"
"1379195",10,10,5,4,1,"1.6","0.8","0.8","2025-12-14 17:16:55.551418-08"
"1379196",10,10,9,0,1,"2.9","0.6","2.3","2025-12-14 17:16:54.600422-08"
"1379197",10,10,5,2,3,"2","1.4","0.6","2025-12-14 17:17:01.23217-08"
"1379198",10,10,4,4,2,"1","1.2","-0.2","2025-12-14 17:16:51.210615-08"
"1379199",10,10,4,4,2,"1.9","1.3","0.6","2025-12-14 17:17:26.877137-08"
"1379200",10,10,3,3,4,"1.3","1.5","-0.2","2025-12-14 17:17:18.166332-08"
"1379201",10,10,7,1,2,"2.3","1","1.3","2025-12-14 17:17:20.144314-08"
"1379202",10,9,0,1,8,"0.5555556","2.5555556","-2","2025-12-14 17:17:19.217353-08"
"1379203",10,10,8,1,1,"2.3","1.2","1.1","2025-12-14 17:17:21.081906-08"
"1379204",10,10,6,3,1,"1.4","0.8","0.6","2025-12-14 17:17:28.372162-08"
"1379205",10,10,3,7,0,"1.2","0.7","0.5","2025-12-14 17:17:25.464341-08"
"1379206",10,10,2,4,4,"0.7","1.3","-0.6","2025-12-14 17:17:36.299728-08"
"1379207",10,10,5,1,4,"1.7","1.4","0.3","2025-12-14 17:17:30.532102-08"
"1379208",10,10,4,2,4,"0.9","1","-0.1","2025-12-14 17:17:18.629691-08"
"1379209",10,10,7,3,0,"2.5","0.7","1.8","2025-12-14 17:17:41.576159-08"
"1379210",10,10,4,2,4,"1.2","1.7","-0.5","2025-12-14 17:17:45.059852-08"
"1379211",10,10,2,5,3,"1.2","1.2","0","2025-12-14 17:17:43.178854-08"
"1379212",10,10,3,3,4,"1.3","1.1","0.2","2025-12-14 17:17:45.52061-08"
"1379213",10,10,3,4,3,"1.1","1.1","0","2025-12-14 17:17:42.685145-08"
"1379214",10,10,3,3,4,"1.1","1.3","-0.2","2025-12-14 17:17:44.562114-08"
"1379215",10,10,5,2,3,"1.6","1.5","0.1","2025-12-14 17:17:42.06974-08"
"1379216",10,10,2,3,5,"1.4","1.9","-0.5","2025-12-14 17:17:43.635702-08"
"1379217",10,10,7,1,2,"2.5","1.6","0.9","2025-12-14 17:17:46.010986-08"
"1379218",10,10,3,2,5,"1.5","2.4","-0.9","2025-12-14 17:17:44.095318-08"
"1379219",10,10,7,2,1,"2.5","1.1","1.4","2025-12-14 17:18:05.040586-08"
"1379220",10,10,1,2,7,"0.7","1.6","-0.9","2025-12-14 17:18:04.079325-08"
"1379221",10,9,6,1,2,"2.1111112","1.3333334","0.7777778","2025-12-14 17:18:01.532637-08"
"1379222",10,10,5,2,3,"1.5","1","0.5","2025-12-14 17:18:04.563899-08"
"1379223",10,10,3,0,7,"0.9","1.8","-0.9","2025-12-14 17:18:02.630356-08"
"1379224",10,10,10,0,0,"3.2","1","2.2","2025-12-14 17:18:00.466471-08"
"1379225",10,10,3,5,2,"1.2","1.1","0.1","2025-12-14 17:18:02.022562-08"
"1379226",10,10,0,4,6,"0.7","1.7","-1","2025-12-14 17:18:00.955169-08"
"1379227",10,10,1,3,6,"1.2","2.3","-1.1","2025-12-14 17:18:03.110394-08"
"1379228",10,10,4,1,5,"1","1.2","-0.2","2025-12-14 17:18:03.586071-08"
"1379229",10,10,5,3,2,"1.5","1.2","0.3","2025-12-14 17:18:28.636664-08"
"1379230",10,10,3,3,4,"1.2","1.3","-0.1","2025-12-14 17:18:31.064711-08"
"1379231",10,10,7,3,0,"2.7","0.8","1.9","2025-12-14 17:18:29.124073-08"
"1379232",10,10,8,1,1,"2.3","1.1","1.2","2025-12-14 17:18:30.599967-08"
"1379233",10,10,2,2,6,"0.8","2","-1.2","2025-12-14 17:18:31.994291-08"
"1379234",10,10,6,2,2,"2.2","0.9","1.3","2025-12-14 17:18:31.537487-08"
"1379235",10,8,3,1,4,"1","1.125","-0.125","2025-12-14 17:18:30.134338-08"
"1379236",10,10,3,3,4,"1.4","1.2","0.2","2025-12-14 17:18:29.642695-08"
"1379237",10,10,2,1,7,"1.2","2","-0.8","2025-12-14 17:18:32.468894-08"
"1379238",10,10,4,5,1,"1.9","1.2","0.7","2025-12-14 17:18:32.942761-08"
"1379239",10,10,6,3,1,"2.2","0.9","1.3","2025-12-14 17:18:52.892603-08"
"1379240",10,5,2,1,2,"1.4","1.2","0.2","2025-12-14 17:18:56.354951-08"
"1379241",10,10,4,3,3,"1.2","1.7","-0.5","2025-12-14 17:18:54.923879-08"
"1379242",10,7,4,0,3,"1.4285715","1.5714285","-0.14285715","2025-12-14 17:18:54.444883-08"
"1379243",10,10,3,3,4,"1.1","1","0.1","2025-12-14 17:18:55.87796-08"
"1379244",10,8,1,1,6,"0.875","3.125","-2.25","2025-12-14 17:18:55.390559-08"
"1379245",10,10,9,1,0,"2.8","0.7","2.1","2025-12-14 17:18:57.31915-08"
"1379246",10,10,4,2,4,"1.1","1.2","-0.1","2025-12-14 17:18:53.972728-08"
"1379247",10,10,5,2,3,"1.5","0.9","0.6","2025-12-14 17:18:56.833045-08"
"1379248",10,10,4,3,3,"1.1","1.1","0","2025-12-14 17:18:53.496408-08"
"1379249",10,10,5,2,3,"1","1.1","-0.1","2025-12-14 17:19:14.004935-08"
"1379250",10,10,1,2,7,"0.8","1.7","-0.9","2025-12-14 17:19:14.470071-08"
"1379251",10,10,3,3,4,"1.2","1.5","-0.3","2025-12-14 17:19:14.942103-08"
"1379252",10,10,6,1,3,"1.6","0.8","0.8","2025-12-14 17:19:15.859141-08"
"1379253",10,10,2,3,5,"1.3","1.3","0","2025-12-14 17:19:15.401119-08"
"1379254",10,7,2,3,2,"1","0.85714287","0.14285715","2025-12-14 17:19:16.328025-08"
"1379255",10,7,5,1,1,"2.2857144","0.2857143","2","2025-12-14 17:19:13.520477-08"
"1379256",10,10,5,2,3,"1.6","1.1","0.5","2025-12-14 17:19:12.534705-08"
"1379257",10,10,6,1,3,"1.8","1","0.8","2025-12-14 17:19:13.043153-08"
"1379258",10,10,1,1,8,"0.9","1.8","-0.9","2025-12-14 17:19:12.036868-08"
"1379259",10,10,5,2,3,"1.6","0.7","0.9","2025-12-14 17:19:43.197646-08"
"1379260",10,10,3,3,4,"1.6","1.7","-0.1","2025-12-14 17:19:40.94651-08"
"1379261",10,10,6,0,4,"1.9","1.2","0.7","2025-12-14 17:19:44.627111-08"
"1379262",10,10,3,3,4,"1","1.5","-0.5","2025-12-14 17:19:44.143484-08"
"1379263",10,10,3,4,3,"1.6","1.2","0.4","2025-12-14 17:19:42.70949-08"
"1379264",10,10,6,2,2,"2.9","1.6","1.3","2025-12-14 17:19:41.696832-08"
"1379265",10,10,6,3,1,"1.8","1.2","0.6","2025-12-14 17:19:42.217301-08"
"1379266",10,10,2,0,8,"0.8","2.2","-1.4","2025-12-14 17:19:40.48291-08"
"1379267",10,1,0,0,1,"0","1","-1","2025-12-14 17:19:45.085973-08"
"1379268",10,10,0,2,8,"0.8","2.4","-1.6","2025-12-14 17:19:43.665443-08"
"1379269",10,10,4,3,3,"1.6","1.5","0.1","2025-12-14 17:20:06.669935-08"
"1379270",10,10,3,2,5,"1.4","2","-0.6","2025-12-14 17:20:06.195214-08"
"1379271",10,10,3,2,5,"1.7","1.9","-0.2","2025-12-14 17:20:08.120161-08"
"1379272",10,10,2,3,5,"0.6","1.5","-0.9","2025-12-14 17:20:07.6264-08"
